Country Name,"Country Code","Series Name","Series Code","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Afghanistan,"AFG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","338.739396092888","363.541467336977","367.485849348994","410.861610383694","418.523170604681","490.272834014231","544.689294061525","527.197336508957","570.676061364151","582.103975873526","576.487817324819","566.881129708434","564.920840615235","563.488236495596","553.973306037506","559.140953983718","529.144909726945","407.616505242601","372.615894847401",".."
Afghanistan,"AFG","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","..","..","..","..","61.688","..","..","..","46.162","..","47.631","..","..","42.015","..","..","36.71","46.906","..",".."
Afghanistan,"AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","1.41411799339429","11.2297148272859","5.35740324748592","13.8263195471281","3.92498381999467","21.3905283926492","14.3624414710737","0.426354776777345","12.7522870926697","5.60074465863221","2.72454336219565","1.45131466066431","2.26031420279821","2.6470032027451","1.18922812944517","3.91160341625552","-2.35110067203466","-20.7388393676343","-6.24017199240269",".."
Afghanistan,"AFG","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-22.9026513933626","..",".."
Afghanistan,"AFG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Afghanistan,"AFG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","6.96759757507017","5.28345660398282","6.08796493020769","8.48175836103604","9.16975191915408","8.91679399595736","7.70780060287773","7.12277329020889","6.87847277484129","7.57940762020261","9.50265278288094","9.89845089688421","..","..","..","..","..",".."
Albania,"ALB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2522.44937446209","2675.50863709675","2851.36775919961","3044.89661682055","3298.47890843532","3432.1708719722","3577.11432498868","3678.04770145146","3736.34007957648","3780.69919254096","3855.76074409659","3952.80357364813","4090.37272829183","4249.8200493985","4431.55559506989","4543.38771048312","4418.66087378292","4857.11194201819","5155.29085964151","5394.18241000709"
Albania,"ALB","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","50.3","47.425","..","40.948","46.245","47.473","47.426","51.857","49.371","44.102","43.775","45.955","48.477","50.152","52","53.392","..","..","..",".."
Albania,"ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","5.51466791097914","5.52642424695465","5.90265903591924","5.98325951855567","7.50004143020151","3.35428934987461","3.70693815255319","2.54540614450104","1.4172427999078","1.00201754071108","1.77444885260394","2.21872637517804","3.31498068384137","3.80259872019053","4.01934561695576","2.08771199649604","-3.30208203862541","8.90852781831182","4.85640165227306","3.43914949919611"
Albania,"ALB","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","6.44139613516823","4.33653298162804","7.76904627674415","4.25067030191056","7.15559823551911","1.48174747677041","5.92744354775078","0.79583641022279","-0.851012496888686","2.22888480895011","0.926745968163928","0.693314927166512","3.68737045871326","2.01101310958917","4.01137842332457","1.18087420346657","-3.13850271364446","13.4901735502229","..",".."
Albania,"ALB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","..","..","..","0.087569996714592","0.154119998216629","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Albania,"ALB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","17.9650758619194","..","..","..","..","..","..","18.0220132797796","17.4827938845043","16.5032728344739","18.3019361358269","18.5157898553099","17.590229809729","18.8874860606848","18.5459674731621","18.1443771903866","16.9832568328479","18.1985959060486","..",".."
Algeria,"DZA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","4081.05366180396","4243.15389550051","4303.73357789544","4365.50134409673","4398.81828825629","4372.37117773506","4497.861364832","4545.67799799778","4565.20032665602","4592.67656993188","4687.2885753528","4741.49977033558","4829.18582949082","4806.63125479311","4782.03470679763","4737.12977369971","4422.97947188314","4515.57399918347","4602.57560847786","4717.39932878428"
Algeria,"DZA","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","..","..","..","..","..","37.22","37.55","36.15","..","..","36.43","37.034","37.599","36.91","..","..","..","..","..",".."
Algeria,"DZA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","4.50000000010007","5.39999999964473","2.9000000001322","3.09999999978203","2.49999999997046","1.20000000003458","4.80000000030061","3.0000000000326","2.39999999959915","2.60000000006077","4.10000000035542","3.19999999974922","3.89999999992476","1.5000000001012","1.40000000013293","0.89999999991042","-5","3.8","3.60000000017391","4.10000000000679"
Algeria,"DZA","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","4.95557571935279","8.93468698660233","6.7757137360459","5.44285122660267","5.41409838553275","-10.2669224994513","11.5566354013669","2.64909333243801","6.87853241314581","-1.11995287015884","-2.70262708144693","-3.31777206704132","2.61122391516871","-0.349994183337699","-2.03627991786757","-1.70043728244518","-7.75612645877888","2.34402521750702","..",".."
Algeria,"DZA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","0.163570001721382","0.066040001809597","..","..","..","..","..","..","..","..","..","..","..","0.534319996833801","..","..","..","..","..",".."
Algeria,"DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
American Samoa,"ASM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","13105.1690778892","13136.4800805944","12690.5291104991","13029.6162843735","12795.0245577508","12378.1701945665","12532.3111237111","12656.6881389142","12247.6352882148","12098.2751505435","12494.9802110307","13101.5418159165","13116.4309769201","12442.8576653719","13049.3301536176","13288.3565565116","14214.6464600557","14464.8140504798","14969.0599426218",".."
American Samoa,"ASM","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","..","53.95","..","..","..","..","47.79","..","..","..","..","..","..","..","..","..","..","..","..",".."
American Samoa,"ASM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","0.409836065573771","-0.408163265306129","-4.09836065573771","1.85185185185186","-2.65734265734265","-4.16666666666666","0.299850074962521","0","-4.33482810164425","-2.5","1.76282051282051","3.14960629921259","-1.67938931297709","-6.98757763975155","2.6711185308848","-0.487804878048777","4.41176470588236","-0.782472613458523","1.73501577287065",".."
American Samoa,"ASM","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
American Samoa,"ASM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","0.325280010700226","0.366919994354248","0.395520001649857","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
American Samoa,"ASM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Andorra,"AND","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","38696.4946069776","39307.1408551822","40994.4476088348","42724.5671994464","41470.4379328172","40442.7851067907","40937.2740669219","41486.1994746048","39174.8972867328","37597.7053313215","38402.6492611904","38885.5303222983","39886.6400844155","39321.6143090537","39320.0924463621","39413.790877787","34394.4140397243","36616.1007608814","39720.951858885","40161.7695253033"
Andorra,"AND","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Andorra,"AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","8.13567633837351","5.39779598500422","4.80868869916921","1.55318814103222","-5.55918636850581","-5.30284654348291","-1.97495799965345","-0.00806975341139093","-4.97444371853503","-3.54759651549344","2.50446552114518","1.43414039522716","3.70967806978986","0.346071889630295","1.58876549046354","2.01554763848308","-11.1839399355384","8.28719978108489","9.56379752740844","1.44418423106947"
Andorra,"AND","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Andorra,"AND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Andorra,"AND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Angola,"AGO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2257.15235995983","2505.65502911723","2696.44109550935","2964.33544957422","3176.67216178097","3087.81142958911","3105.44965509745","3094.73391488944","3235.17460430041","3270.96634497214","3304.68114752866","3217.33924005417","3023.91631900009","2914.12713925236","2777.84304168235","2666.25391548367","2435.02485427339","2387.42990701717","2385.11995566245","2333.71877506136"
Angola,"AGO","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","52.116","..","..","..","..","64.482","69.98","72.08","..","..","39.384","..","..","..","..","62.645","..","64.306","..",".."
Angola,"AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","10.9500000059465","15.0299999905513","11.549999997879","14.0100000086059","11.1699999942146","0.860000002152788","4.39837593810763","3.47205314798103","8.54210707584141","4.95461303112738","4.82255926962156","0.943571561325001","-2.5801112218828","-0.147149825449205","-1.31636168896895","-0.702272957616017","-5.63821471714934","1.19921052145153","3.04540300954928","0.856000934845724"
Angola,"AGO","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","6.10513865198614","3.74899347263367","13.29700363194","-12.0139868380978","-16.7823614083414","16.9787044953228","7.4112340827305","15.5318273509256","6.87161128847904","9.32773739662768","4.23310133153674","-11.9306751825508","-12.5759260102853","-5.86462031510371","-0.371550513407399","11.8935518289219","-9.06963908559966","-3.83322456310422","..",".."
Angola,"AGO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","0.0322900004684925","..","..","..","..","..","..",".."
Angola,"AGO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","18.0745701171648","17.1091178120826","23.385169992983","21.499160563566","25.6501498565559","18.3610792311247","16.599947206125","16.1034124367128","14.8227191113256","14.184762657139","13.5426301621262","11.0020190179303","9.73251248352788","9.223777502108","9.64477850341357","10.090385804431","..","..","..",".."
Antigua and Barbuda,"ATG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","16384.3344482436","17242.3482864659","19187.0307909482","20687.6871294913","20377.9377692928","17667.848771473","16062.015811277","15559.6619731223","15911.0962823771","15668.4355109479","15882.3092572073","15985.5411386971","16526.4361374728","16830.3962602848","17901.0409130559","18357.6788222183","14803.7695057464","15921.095120946","17335.047039518","17902.3799187494"
Antigua and Barbuda,"ATG","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Antigua and Barbuda,"ATG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","5.76673543217628","6.47391719763229","12.7080125311953","9.31533050979209","-0.0140064472754204","-11.9629660759428","-7.84043006330508","-1.95872181050282","3.37283525153347","-0.600715511931753","2.21145251322996","1.44515529873077","4.09976553877765","2.46333336590416","6.95318609219737","3.10044514982847","-18.8803992026325","8.1917184618173","9.51639564359461","3.86201218730389"
Antigua and Barbuda,"ATG","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Antigua and Barbuda,"ATG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Antigua and Barbuda,"ATG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","10341.6434058805","11141.3106718375","11913.9585322637","12857.0925770961","13246.6348917152","12336.8619385237","13551.3391940229","14200.2698890608","13895.6337072986","14071.5086831557","13567.9484159809","13789.060424772","13360.2118345982","13595.0373551081","13105.397163317","12716.2242038544","11346.6521128461","12444.3182669731","12940.7384352157","12625.4695509096"
Argentina,"ARG","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","53.567","54.434","55.568","55.8","55.692","55.526","55.544","56.297","56.006","55.705","55.123","..","..","53.899","54.1","54.355","49.602","55.085","57.3","58.462"
